City,Country,Region,_time,count,isIP,isIPv6,isMissingLocation,isPrivateOrReserved,lat,lon,modifiedByPython,modifiedByPythonTimestamp,src
Saetre,Norway,Viken,2022-02-02T15:36:06,1,true,false,false,false,59.6908,10.523,true,2022-02-02T15:36:06,109.247.29.83
Jar,Norway,Viken,2022-02-02T15:36:06,7,true,false,false,false,59.9272,10.6256,true,2022-02-02T15:36:06,82.164.5.79
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,89.8.156.88
Billingstad,Norway,Viken,2022-02-02T15:36:06,9,true,false,false,false,59.8777,10.4787,true,2022-02-02T15:36:06,85.164.101.238
Jar,Norway,Viken,2022-02-02T15:36:06,30,true,false,false,false,59.9272,10.6256,true,2022-02-02T15:36:06,109.189.65.139
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,46.212.105.244
Lampeland,Norway,Viken,2022-02-02T15:36:06,2,true,false,false,false,59.8027,9.4656,true,2022-02-02T15:36:06,31.204.72.142
Jar,Norway,Viken,2022-02-02T15:36:06,7,true,false,false,false,59.9272,10.6256,true,2022-02-02T15:36:06,95.34.55.160
Oslo,Norway,Oslo County,2022-02-02T15:36:06,2,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,158.39.193.237
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,false,false,59.9127,10.7461,true,2022-02-02T15:36:06,89.8.219.216
Fornebu,Norway,Viken,2022-02-02T15:36:06,1,true,false,false,false,59.8991,10.6294,true,2022-02-02T15:36:06,77.16.48.14
Oslo,Norway,Oslo County,2022-02-02T15:36:06,4,true,false,false,false,59.8636,10.7961,true,2022-02-02T15:36:06,172.226.26.20
Jar,Norway,Viken,2022-02-02T15:36:06,2,true,false,false,false,59.9272,10.6256,true,2022-02-02T15:36:06,88.95.128.134
Oslo,Norway,Oslo County,2022-02-02T15:36:06,3,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,37.191.246.144
Asker,Norway,Viken,2022-02-02T15:36:06,1,true,false,false,false,59.8228,10.4329,true,2022-02-02T15:36:06,84.213.220.163
Oslo,Norway,Oslo County,2022-02-02T15:36:06,8,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,84.213.37.111
Rykkin,Norway,Viken,2022-02-02T15:36:06,2,true,false,false,false,59.9281,10.4965,true,2022-02-02T15:36:06,88.88.220.251
Oslo,Norway,Oslo County,2022-02-02T15:36:06,5,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,84.211.91.241
Oslo,Norway,Oslo County,2022-02-02T15:36:06,2,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,46.15.26.12
Oslo,Norway,Oslo County,2022-02-02T15:36:06,2,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,31.45.23.100
Oslo,Norway,Oslo County,2022-02-02T15:36:06,7,true,false,false,false,59.8636,10.7961,true,2022-02-02T15:36:06,104.28.31.33
Gjettum,Norway,Viken,2022-02-02T15:36:06,1,true,false,false,false,59.9082,10.5216,true,2022-02-02T15:36:06,88.95.78.71
Rykkin,Norway,Viken,2022-02-02T15:36:06,1,true,false,false,false,59.9281,10.4965,true,2022-02-02T15:36:06,88.88.220.165
Tranby,Norway,Viken,2022-02-02T15:36:06,25,true,false,false,false,59.8089,10.2681,true,2022-02-02T15:36:06,81.167.96.246
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,89.8.71.122
Oslo,Norway,Oslo County,2022-02-02T15:36:06,5,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,37.191.144.197
Oslo,Norway,Oslo County,2022-02-02T15:36:06,4,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,88.93.57.136
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,false,false,59.9526,10.7666,true,2022-02-02T15:36:06,46.15.22.128
Oslo,Norway,Oslo County,2022-02-02T15:36:06,3,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,89.8.156.36
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,84.212.99.198
Hovik verk,Norway,Viken,2022-02-02T15:36:06,2,true,false,false,false,59.8956,10.5914,true,2022-02-02T15:36:06,95.34.3.21
Oslo,Norway,Oslo County,2022-02-02T15:36:06,3,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,84.210.149.15
Batsto,Norway,Viken,2022-02-02T15:36:06,3,true,false,false,false,59.7263,10.5222,true,2022-02-02T15:36:06,79.160.63.0
Voyenenga,Norway,Viken,2022-02-02T15:36:06,3,true,false,false,false,59.9114,10.4792,true,2022-02-02T15:36:06,158.248.75.113
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,false,false,59.9546,10.7618,true,2022-02-02T15:36:06,89.8.204.80
Hasle,Norway,Viken,2022-02-02T15:36:06,11,true,false,false,false,59.9335,10.5837,true,2022-02-02T15:36:06,88.91.22.234
Hasle,Norway,Viken,2022-02-02T15:36:06,4,true,false,false,false,59.9335,10.5837,true,2022-02-02T15:36:06,92.220.20.80
Oslo,Norway,Oslo County,2022-02-02T15:36:06,6,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,81.166.196.213
Oslo,Norway,Oslo County,2022-02-02T15:36:06,22,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,84.212.200.67
Rykkin,Norway,Viken,2022-02-02T15:36:06,10,true,false,false,false,59.9281,10.4965,true,2022-02-02T15:36:06,88.88.220.102
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,80.203.55.141
Stabekk,Norway,Viken,2022-02-02T15:36:06,8,true,false,false,false,59.9106,10.6156,true,2022-02-02T15:36:06,158.248.69.221
Oslo,Norway,Oslo County,2022-02-02T15:36:06,9,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,31.45.109.57
Lommedalen,Norway,Viken,2022-02-02T15:36:06,4,true,false,false,false,60.0261,10.4349,true,2022-02-02T15:36:06,92.220.17.196
Heggedal,Norway,Viken,2022-02-02T15:36:06,1,true,false,false,false,59.7891,10.4403,true,2022-02-02T15:36:06,85.165.194.174
Lysaker,Norway,Viken,2022-02-02T15:36:06,4,true,false,false,false,59.9068,10.6393,true,2022-02-02T15:36:06,92.220.16.58
Lommedalen,Norway,Viken,2022-02-02T15:36:06,14,true,false,false,false,60.0261,10.4349,true,2022-02-02T15:36:06,92.220.44.147
Fornebu,Norway,Viken,2022-02-02T15:36:06,2,true,false,true,false,59.8991,10.6294,true,2022-02-02T15:36:06,77.18.52.132
Blommenholm,Norway,Viken,2022-02-02T15:36:06,1,true,false,false,false,59.8978,10.5363,true,2022-02-02T15:36:06,51.175.192.111
Oslo,Norway,Oslo County,2022-02-02T15:36:06,4,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,81.166.194.47
Sandvika,Norway,Viken,2022-02-02T15:36:06,18,true,false,false,false,59.8952,10.5295,true,2022-02-02T15:36:06,84.202.42.129
Jessheim,Norway,Viken,2022-02-02T15:36:06,6,true,false,false,false,60.1369,11.1853,true,2022-02-02T15:36:06,77.40.218.98
Mjondalen,Norway,Viken,2022-02-02T15:36:06,1,true,false,true,false,59.7508,10.0248,true,2022-02-02T15:36:06,46.230.134.161
Hasle,Norway,Viken,2022-02-02T15:36:06,1,true,false,false,false,59.9335,10.5837,true,2022-02-02T15:36:06,109.189.66.41
Oslo,Norway,Oslo County,2022-02-02T15:36:06,35,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,62.16.208.107
Oslo,Norway,Oslo County,2022-02-02T15:36:06,2,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,37.120.149.43
Slemmestad,Norway,Viken,2022-02-02T15:36:06,5,true,false,false,false,59.7879,10.4995,true,2022-02-02T15:36:06,85.165.44.9
Hovik verk,Norway,Viken,2022-02-02T15:36:06,2,true,false,false,false,59.8922,10.5799,true,2022-02-02T15:36:06,51.175.71.184
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,80.203.123.202
Heggedal,Norway,Viken,2022-02-02T15:36:06,2,true,false,false,false,59.7891,10.4403,true,2022-02-02T15:36:06,85.165.195.202
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,false,false,59.9526,10.7666,true,2022-02-02T15:36:06,46.15.21.194
Rykkin,Norway,Viken,2022-02-02T15:36:06,2,true,false,false,false,59.9281,10.4965,true,2022-02-02T15:36:06,85.167.18.156
Lierbyen,Norway,Viken,2022-02-02T15:36:06,6,true,false,false,false,59.7834,10.2488,true,2022-02-02T15:36:06,79.160.41.16
Jar,Norway,Viken,2022-02-02T15:36:06,3,true,false,false,false,59.9272,10.6256,true,2022-02-02T15:36:06,109.189.17.46
Oslo,Norway,Oslo County,2022-02-02T15:36:06,4,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,84.213.32.117
Gjettum,Norway,Viken,2022-02-02T15:36:06,1,true,false,false,false,59.9082,10.5216,true,2022-02-02T15:36:06,109.189.208.41
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,84.208.182.171
Rykkin,Norway,Viken,2022-02-02T15:36:06,1,true,false,false,false,59.9281,10.4965,true,2022-02-02T15:36:06,109.189.55.32
Oslo,Norway,Oslo County,2022-02-02T15:36:06,14,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,84.209.2.239
Hovik verk,Norway,Viken,2022-02-02T15:36:06,53,true,false,false,false,59.8922,10.5799,true,2022-02-02T15:36:06,92.220.19.155
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,true,false,59.9114,10.8114,true,2022-02-02T15:36:06,46.230.135.235
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,true,false,59.9526,10.7666,true,2022-02-02T15:36:06,89.8.167.249
Oslo,Norway,Oslo County,2022-02-02T15:36:06,3,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,217.197.165.95
Oslo,Norway,Oslo County,2022-02-02T15:36:06,10,true,false,false,false,59.8636,10.7961,true,2022-02-02T15:36:06,104.28.31.34
Oslo,Norway,Oslo County,2022-02-02T15:36:06,2,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,82.196.201.186
Asker,Norway,Viken,2022-02-02T15:36:06,26,true,false,false,false,59.8458,10.4313,true,2022-02-02T15:36:06,85.165.103.226
Fornebu,Norway,Viken,2022-02-02T15:36:06,1,true,false,true,false,59.8991,10.6294,true,2022-02-02T15:36:06,77.18.54.158
Stabekk,Norway,Viken,2022-02-02T15:36:06,18,true,false,false,false,59.9024,10.6096,true,2022-02-02T15:36:06,51.175.99.197
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,89.8.80.145
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,84.209.167.23
Oslo,Norway,Oslo County,2022-02-02T15:36:06,3,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,51.175.235.128
Voyenenga,Norway,Viken,2022-02-02T15:36:06,8,true,false,false,false,59.911,10.4737,true,2022-02-02T15:36:06,92.220.44.170
Fornebu,Norway,Viken,2022-02-02T15:36:06,1,true,false,false,false,59.8991,10.6294,true,2022-02-02T15:36:06,77.16.54.111
Billingstad,Norway,Viken,2022-02-02T15:36:06,1,true,false,false,false,59.8777,10.4787,true,2022-02-02T15:36:06,85.166.235.150
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,46.46.199.0
Drammen,Norway,Viken,2022-02-02T15:36:06,3,true,false,false,false,59.7334,10.1413,true,2022-02-02T15:36:06,81.167.77.107
Voyenenga,Norway,Viken,2022-02-02T15:36:06,1,true,false,false,false,59.9114,10.4792,true,2022-02-02T15:36:06,109.189.56.151
Oslo,Norway,Oslo County,2022-02-02T15:36:06,81,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,80.203.120.67
Lindas,Norway,Vestland,2022-02-02T15:36:06,13,true,false,false,false,60.7364,5.16102,true,2022-02-02T15:36:06,77.16.48.139
Fornebu,Norway,Viken,2022-02-02T15:36:06,1,true,false,true,false,59.8991,10.6294,true,2022-02-02T15:36:06,77.18.62.167
Oslo,Norway,Oslo County,2022-02-02T15:36:06,2,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,158.248.67.91
Gjerdrum,Norway,Viken,2022-02-02T15:36:06,1,true,false,false,false,60.0797,11.031,true,2022-02-02T15:36:06,81.166.198.77
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,46.46.193.77
Asker,Norway,Viken,2022-02-02T15:36:06,4,true,false,false,false,59.8162,10.4508,true,2022-02-02T15:36:06,85.165.114.174
Gjettum,Norway,Viken,2022-02-02T15:36:06,1,true,false,false,false,59.9082,10.5216,true,2022-02-02T15:36:06,46.9.85.176
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,46.46.194.111
Lorenskog,Norway,Viken,2022-02-02T15:36:06,9,true,false,false,false,59.9313,10.9643,true,2022-02-02T15:36:06,51.175.93.36
Rykkin,Norway,Viken,2022-02-02T15:36:06,4,true,false,false,false,59.9319,10.4814,true,2022-02-02T15:36:06,109.189.109.40
Sandvika,Norway,Viken,2022-02-02T15:36:06,149,true,false,false,false,59.8952,10.5295,true,2022-02-02T15:36:06,193.161.34.5
Gjettum,Norway,Viken,2022-02-02T15:36:06,3,true,false,false,false,59.9082,10.5216,true,2022-02-02T15:36:06,46.9.82.38
Gjettum,Norway,Viken,2022-02-02T15:36:06,1,true,false,false,false,59.9082,10.5216,true,2022-02-02T15:36:06,88.95.78.120
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,false,false,59.9127,10.7461,true,2022-02-02T15:36:06,89.8.208.37
Bostad,Norway,Nordland,2022-02-02T15:36:06,13,true,false,false,false,68.2674,13.7972,true,2022-02-02T15:36:06,78.26.9.180
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,46.46.201.102
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,46.15.4.237
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,80.212.99.122
Oslo,Norway,Oslo County,2022-02-02T15:36:06,3,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,84.211.26.189
Bergen,Norway,Vestland,2022-02-02T15:36:06,1,true,false,false,false,60.4944,5.2741,true,2022-02-02T15:36:06,46.15.16.24
Kautokeino,Norway,Troms og Finnmark,2022-02-02T15:36:06,4,true,false,false,false,69.0125,23.0412,true,2022-02-02T15:36:06,77.16.63.222
Jar,Norway,Viken,2022-02-02T15:36:06,1,true,false,false,false,59.9272,10.6256,true,2022-02-02T15:36:06,62.16.243.11
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,84.211.85.48
Jar,Norway,Viken,2022-02-02T15:36:06,20,true,false,false,false,59.9272,10.6256,true,2022-02-02T15:36:06,212.251.180.89
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,89.8.160.43
Stabekk,Norway,Viken,2022-02-02T15:36:06,2,true,false,false,false,59.9024,10.6096,true,2022-02-02T15:36:06,84.202.104.127
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,46.46.192.253
Asker,Norway,Viken,2022-02-02T15:36:06,7,true,false,false,false,59.8162,10.3714,true,2022-02-02T15:36:06,84.213.241.107
Spikkestad,Norway,Viken,2022-02-02T15:36:06,1,true,false,false,false,59.7365,10.3361,true,2022-02-02T15:36:06,85.165.137.146
Oslo,Norway,Oslo County,2022-02-02T15:36:06,3,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,46.15.9.75
Jar,Norway,Viken,2022-02-02T15:36:06,8,true,false,false,false,59.9272,10.6256,true,2022-02-02T15:36:06,37.200.29.180
Kolsas,Norway,Viken,2022-02-02T15:36:06,20,true,false,false,false,59.9191,10.5134,true,2022-02-02T15:36:06,158.248.72.58
Oslo,Norway,Oslo County,2022-02-02T15:36:06,25,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,81.191.171.155
Oslo,Norway,Oslo County,2022-02-02T15:36:06,4,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,88.89.137.199
Oslo,Norway,Oslo County,2022-02-02T15:36:06,12,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,84.212.76.126
Oslo,Norway,Oslo County,2022-02-02T15:36:06,83,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,81.166.230.137
Oslo,Norway,Oslo County,2022-02-02T15:36:06,5,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,84.213.50.75
Oslo,Norway,Oslo County,2022-02-02T15:36:06,6,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,84.212.137.236
Jar,Norway,Viken,2022-02-02T15:36:06,2,true,false,false,false,59.9272,10.6256,true,2022-02-02T15:36:06,84.202.112.197
Oslo,Norway,Oslo County,2022-02-02T15:36:06,21,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,84.212.84.130
Oslo,Norway,Oslo County,2022-02-02T15:36:06,3,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,84.208.178.8
Rykkin,Norway,Viken,2022-02-02T15:36:06,1,true,false,false,false,59.9281,10.4965,true,2022-02-02T15:36:06,85.167.18.199
Oslo,Norway,Oslo County,2022-02-02T15:36:06,2,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,84.209.4.150
Oslo,Norway,Oslo County,2022-02-02T15:36:06,6,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,193.214.66.218
Oslo,Norway,Oslo County,2022-02-02T15:36:06,7,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,80.203.124.7
Husoy,Norway,Vestfold og Telemark,2022-02-02T15:36:06,1,true,false,false,false,59.2409,10.4694,true,2022-02-02T15:36:06,84.49.214.137
Fornebu,Norway,Viken,2022-02-02T15:36:06,1,true,false,true,false,59.8991,10.6294,true,2022-02-02T15:36:06,77.16.74.168
Oslo,Norway,Oslo County,2022-02-02T15:36:06,7,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,46.212.45.152
Raholt,Norway,Viken,2022-02-02T15:36:06,30,true,false,false,false,60.2763,11.1796,true,2022-02-02T15:36:06,158.248.15.221
Hovik verk,Norway,Viken,2022-02-02T15:36:06,3,true,false,false,false,59.8922,10.5799,true,2022-02-02T15:36:06,46.9.228.173
Lierskogen,Norway,Viken,2022-02-02T15:36:06,5,true,false,false,false,59.8236,10.332,true,2022-02-02T15:36:06,79.160.216.182
Moss,Norway,Viken,2022-02-02T15:36:06,3,true,false,false,false,59.4241,10.6997,true,2022-02-02T15:36:06,85.166.43.51
Fornebu,Norway,Viken,2022-02-02T15:36:06,6,true,false,true,false,59.8991,10.6294,true,2022-02-02T15:36:06,77.16.33.215
Fornebu,Norway,Viken,2022-02-02T15:36:06,1,true,false,false,false,59.8904,10.6124,true,2022-02-02T15:36:06,158.248.79.226
Flateby,Norway,Viken,2022-02-02T15:36:06,10,true,false,false,false,59.8266,11.1405,true,2022-02-02T15:36:06,51.175.94.197
Roverud,Norway,Innlandet,2022-02-02T15:36:06,2,true,false,false,false,60.2534,12.0522,true,2022-02-02T15:36:06,88.94.78.78
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,89.8.180.91
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,89.8.91.112
Oslo,Norway,Oslo County,2022-02-02T15:36:06,8,true,false,false,false,59.955,10.859,true,2022-02-02T15:36:06,92.220.114.200
Gjettum,Norway,Viken,2022-02-02T15:36:06,1,true,false,false,false,59.9082,10.5216,true,2022-02-02T15:36:06,46.9.83.82
Lysaker,Norway,Viken,2022-02-02T15:36:06,4,true,false,false,false,59.9068,10.6393,true,2022-02-02T15:36:06,85.164.88.165
Rykkin,Norway,Viken,2022-02-02T15:36:06,3,true,false,false,false,59.9281,10.4965,true,2022-02-02T15:36:06,85.167.19.184
Rykkin,Norway,Viken,2022-02-02T15:36:06,2,true,false,false,false,59.9281,10.4965,true,2022-02-02T15:36:06,109.189.55.198
Oslo,Norway,Oslo County,2022-02-02T15:36:06,1,true,false,true,false,59.9338,10.764,true,2022-02-02T15:36:06,89.8.57.111
Bronnoysund,Norway,Nordland,2022-02-02T15:36:06,2,true,false,true,false,65.4749,12.2128,true,2022-02-02T15:36:06,77.16.34.110
Hasle,Norway,Viken,2022-02-02T15:36:06,15,true,false,false,false,59.9335,10.5837,true,2022-02-02T15:36:06,88.95.68.138
Tromsø,Norway,Troms og Finnmark,2022-02-02T15:36:06,2,true,false,false,false,69.6649,18.9745,true,2022-02-02T15:36:06,195.139.243.75
