City,Country,Region,_time,count,isIP,isIPv6,isMissingLocation,isPrivateOrReserved,lat,lon,modifiedByPython,modifiedByPythonTimestamp,src
Drammen,Norway,Viken,2022-01-29T08:13:39.000+0100,12,true,false,false,false,59.71620,10.26680,,,81.0.145.66
Hasle,Norway,Viken,2022-01-29T07:13:19.000+0100,4,true,false,false,false,59.93350,10.58370,,,46.9.255.24
,Norway,Oslo County,2022-01-29T06:55:46.000+0100,3,true,false,true,false,59.86360,10.79610,,,77.16.76.76
,Norway,,2022-01-29T06:36:20.000+0100,5,true,false,true,false,59.94520,10.75590,,,77.18.55.35
Oslo,Norway,Oslo County,2022-01-29T02:39:08.000+0100,23,true,false,false,false,59.95500,10.85900,,,37.191.237.251
Jar,Norway,Viken,2022-01-29T01:41:09.000+0100,3,true,false,false,false,59.92720,10.62560,,,88.95.67.111
Lena,Norway,Innlandet,2022-01-29T01:37:50.000+0100,1,true,false,false,false,60.67550,10.81920,,,79.160.193.240
Vollen,Norway,Viken,2022-01-29T01:06:57.000+0100,1,true,false,false,false,59.80840,10.48010,,,85.167.63.228
Oslo,Norway,Oslo County,2022-01-29T01:00:00.000+0100,3,true,false,false,false,59.95500,10.85900,,,84.211.236.54
Oslo,Norway,Oslo County,2022-01-29T00:39:39.000+0100,1,true,false,false,false,59.95500,10.85900,,,77.16.223.41
Kongsberg,Norway,Viken,2022-01-29T00:21:52.000+0100,2,true,false,false,false,59.66040,9.65220,,,79.161.31.148
Nesbru,Norway,Viken,2022-01-29T00:05:25.000+0100,3,true,false,false,false,59.85640,10.49660,,,85.165.205.170
Oslo,Norway,Oslo County,2022-01-28T23:59:16.000+0100,1,true,false,false,false,59.95500,10.85900,,,80.203.116.104
,Norway,,2022-01-28T23:27:30.000+0100,2,true,false,true,false,59.94520,10.75590,,,77.18.52.49
Oslo,Norway,Oslo County,2022-01-28T23:26:26.000+0100,1,true,false,false,false,59.95500,10.85900,,,46.46.197.18
Oslo,Norway,Oslo County,2022-01-28T23:16:08.000+0100,6,true,false,false,false,59.95500,10.85900,,,51.175.145.109
Oslo,Norway,Oslo County,2022-01-28T23:12:29.000+0100,15,true,false,false,false,59.95500,10.85900,,,51.175.152.236
Asker,Norway,Viken,2022-01-28T22:56:43.000+0100,12,true,false,false,false,59.80840,10.48010,,,84.213.247.117
Oslo,Norway,Oslo County,2022-01-28T22:56:39.000+0100,3,true,false,false,false,59.95500,10.85900,,,46.15.167.43
Vollen,Norway,Viken,2022-01-28T22:51:39.000+0100,3,true,false,false,false,59.80840,10.48010,,,85.167.61.139
Fredrikstad,Norway,Viken,2022-01-28T22:50:46.000+0100,2,true,false,false,false,59.21830,10.95690,,,85.165.233.181
Drammen,Norway,Viken,2022-01-28T22:47:12.000+0100,3,true,false,false,false,59.74020,10.20860,,,46.15.22.213
Voyenenga,Norway,Viken,2022-01-28T22:45:26.000+0100,2,true,false,false,false,59.91140,10.47920,,,84.214.200.244
Lysaker,Norway,Viken,2022-01-28T22:35:14.000+0100,1,true,false,false,false,59.90000,10.60000,,,85.165.129.209
Hovik verk,Norway,Viken,2022-01-28T22:23:36.000+0100,1,true,false,false,false,59.89220,10.57990,,,95.34.1.159
Rykkin,Norway,Viken,2022-01-28T22:20:11.000+0100,1,true,false,false,false,59.92810,10.49650,,,85.167.17.195
Kolsas,Norway,Viken,2022-01-28T22:15:28.000+0100,1,true,false,false,false,59.91910,10.51340,,,158.248.65.80
Oslo,Norway,Oslo County,2022-01-28T22:09:46.000+0100,1,true,false,false,false,59.95500,10.85900,,,84.208.82.144
,Norway,,2022-01-28T22:07:20.000+0100,1,true,false,true,false,59.94520,10.75590,,,46.230.138.76
Jar,Norway,Viken,2022-01-28T21:51:12.000+0100,1,true,false,false,false,59.92720,10.62560,,,88.95.67.253
Oslo,Norway,Oslo County,2022-01-28T21:50:59.000+0100,1,true,false,false,false,59.95500,10.85900,,,81.166.196.60
Sandvika,Norway,Viken,2022-01-28T21:44:12.000+0100,5,true,false,false,false,59.89660,10.49790,,,62.16.254.166
,Norway,Oslo County,2022-01-28T21:38:00.000+0100,2,true,false,true,false,59.86360,10.79610,,,77.16.64.161
Rykkin,Norway,Viken,2022-01-28T21:35:08.000+0100,5,true,false,false,false,59.92810,10.49650,,,88.88.51.46
Honefoss,Norway,Viken,2022-01-28T21:24:48.000+0100,3,true,false,false,false,60.11770,10.34930,,,80.212.43.20
Nesbru,Norway,Viken,2022-01-28T21:11:21.000+0100,1,true,false,false,false,59.85640,10.49660,,,85.165.205.197
Asker,Norway,Viken,2022-01-28T21:07:29.000+0100,6,true,false,false,false,59.86750,10.52620,,,80.203.115.204
Tyristrand,Norway,Viken,2022-01-28T21:06:48.000+0100,1,true,false,false,false,60.07920,10.07520,,,2.149.231.125
Mjondalen,Norway,Viken,2022-01-28T20:59:41.000+0100,2,true,false,false,false,59.74420,10.02140,,,84.234.214.151
Oslo,Norway,Oslo County,2022-01-28T20:59:28.000+0100,15,true,false,false,false,59.95500,10.85900,,,51.175.189.39
Fagerstrand,Norway,Viken,2022-01-28T20:53:23.000+0100,1,true,false,false,false,59.73910,10.60590,,,46.212.83.60
Oslo,Norway,Oslo County,2022-01-28T20:28:56.000+0100,1,true,false,false,false,59.95500,10.85900,,,193.69.228.163
Sandvika,Norway,Viken,2022-01-28T20:16:58.000+0100,3,true,false,false,false,59.89560,10.52120,,,95.34.117.222
Gjettum,Norway,Viken,2022-01-28T20:10:36.000+0100,4,true,false,false,false,59.90820,10.52160,,,46.9.81.113
Hasle,Norway,Viken,2022-01-28T20:09:09.000+0100,4,true,false,false,false,59.93350,10.58370,,,81.166.196.209
,Norway,,2022-01-28T20:06:44.000+0100,3,true,false,true,false,59.94520,10.75590,,,88.94.146.35
Eiksmarka,Norway,Viken,2022-01-28T20:03:58.000+0100,4,true,false,false,false,59.95190,10.62540,,,95.34.171.52
Oslo,Norway,Oslo County,2022-01-28T19:51:12.000+0100,2,true,false,false,false,59.95500,10.85900,,,46.15.27.100
Oslo,Norway,Oslo County,2022-01-28T19:49:05.000+0100,1,true,false,false,false,59.95500,10.85900,,,84.212.152.47
Sandvika,Norway,Viken,2022-01-28T19:45:28.000+0100,3,true,false,false,false,59.89560,10.52120,,,84.215.3.164
Oslo,Norway,Oslo County,2022-01-28T19:44:33.000+0100,4,true,false,false,false,59.95500,10.85900,,,46.46.207.200
Oslo,Norway,Oslo County,2022-01-28T19:40:14.000+0100,1,true,false,false,false,59.95500,10.85900,,,46.15.39.38
Oslo,Norway,Oslo County,2022-01-28T19:38:25.000+0100,1,true,false,false,false,59.95500,10.85900,,,95.174.66.69
Sandefjord,Norway,Vestfold og Telemark,2022-01-28T19:36:58.000+0100,2,true,false,false,false,59.10880,10.22620,,,46.212.34.47
Kolsas,Norway,Viken,2022-01-28T19:23:09.000+0100,2,true,false,false,false,59.91910,10.51680,,,46.9.61.11
Sorumsand,Norway,Viken,2022-01-28T19:15:50.000+0100,6,true,false,false,false,59.96990,11.20090,,,84.234.141.162
Oslo,Norway,Oslo County,2022-01-28T19:13:43.000+0100,2,true,false,false,false,59.95500,10.85900,,,46.15.0.37
Jar,Norway,Viken,2022-01-28T19:11:28.000+0100,5,true,false,false,false,59.92720,10.62560,,,62.16.243.228
Moss,Norway,Viken,2022-01-28T19:08:20.000+0100,2,true,false,false,false,59.48490,10.68480,,,94.139.75.14
Oslo,Norway,Oslo County,2022-01-28T19:07:34.000+0100,1,true,false,false,false,59.95500,10.85900,,,46.46.192.206
Prestfoss,Norway,Viken,2022-01-28T18:52:28.000+0100,3,true,false,false,false,60.03620,9.61640,,,82.146.93.82
Oslo,Norway,Oslo County,2022-01-28T18:50:43.000+0100,2,true,false,false,false,59.95500,10.85900,,,51.175.217.244
Oslo,Norway,Oslo County,2022-01-28T18:47:59.000+0100,3,true,false,false,false,59.95500,10.85900,,,81.166.185.89
Oslo,Norway,Oslo County,2022-01-28T18:31:44.000+0100,5,true,false,false,false,59.95500,10.85900,,,51.175.167.77
Oslo,Norway,Oslo County,2022-01-28T18:22:36.000+0100,4,true,false,false,false,59.95500,10.85900,,,158.248.13.242
Osteras,Norway,Viken,2022-01-28T18:11:28.000+0100,6,true,false,false,false,59.95030,10.60530,,,84.210.131.208
Oslo,Norway,Oslo County,2022-01-28T18:11:11.000+0100,2,true,false,false,false,59.95500,10.85900,,,88.90.130.101
Gjettum,Norway,Viken,2022-01-28T18:06:28.000+0100,2,true,false,false,false,59.90820,10.52160,,,46.9.84.2
Oslo,Norway,Oslo County,2022-01-28T18:00:57.000+0100,1,true,false,false,false,59.95500,10.85900,,,46.46.193.227
Nesbru,Norway,Viken,2022-01-28T17:48:35.000+0100,3,true,false,false,false,59.85640,10.49660,,,85.165.205.24
Baerums verk,Norway,Viken,2022-01-28T17:44:13.000+0100,8,true,false,false,false,59.94540,10.51110,,,87.118.59.128
Oslo,Norway,Oslo County,2022-01-28T17:35:17.000+0100,1,true,false,false,false,59.95500,10.85900,,,89.8.159.201
Oslo,Norway,Oslo County,2022-01-28T17:27:27.000+0100,1,true,false,false,false,59.95500,10.85900,,,84.211.186.72
Rykkin,Norway,Viken,2022-01-28T17:25:12.000+0100,5,true,false,false,false,59.93190,10.48140,,,158.248.9.195
Krokstadelva,Norway,Viken,2022-01-28T17:22:54.000+0100,13,true,false,false,false,59.76820,10.02060,,,81.166.169.148
,Norway,,2022-01-28T17:22:08.000+0100,7,true,false,true,false,59.94520,10.75590,,,89.8.214.243
Oslo,Norway,Oslo County,2022-01-28T17:15:15.000+0100,1,true,false,false,false,59.95500,10.85900,,,81.166.223.209
Asker,Norway,Viken,2022-01-28T17:13:52.000+0100,3,true,false,false,false,59.83480,10.42770,,,84.213.218.217
Oslo,Norway,Oslo County,2022-01-28T17:04:10.000+0100,1,true,false,false,false,59.86360,10.79610,,,172.226.26.22
Lierskogen,Norway,Viken,2022-01-28T17:04:01.000+0100,1,true,false,false,false,59.82360,10.33200,,,109.247.172.242
Oslo,Norway,Oslo County,2022-01-28T17:03:47.000+0100,3,true,false,false,false,59.95500,10.85900,,,89.8.66.38
Oslo,Norway,Oslo County,2022-01-28T17:03:41.000+0100,5,true,false,false,false,59.95500,10.85900,,,89.8.92.115
Oslo,Norway,Oslo County,2022-01-28T17:02:16.000+0100,23,true,false,false,false,59.95500,10.85900,,,51.175.225.209
Kolsas,Norway,Viken,2022-01-28T16:52:14.000+0100,3,true,false,false,false,59.91910,10.51680,,,95.34.47.36
,Norway,,2022-01-28T16:48:48.000+0100,2,true,false,true,false,59.94520,10.75590,,,77.16.44.141
Bergen,Norway,Vestland,2022-01-28T16:42:56.000+0100,1,true,false,false,false,60.36880,5.34640,,,80.202.100.12
Oslo,Norway,Oslo County,2022-01-28T16:41:32.000+0100,5,true,false,false,false,59.95500,10.85900,,,89.8.217.244
Drammen,Norway,Viken,2022-01-28T16:38:53.000+0100,2,true,false,false,false,59.71350,10.22040,,,81.167.0.134
Oslo,Norway,Oslo County,2022-01-28T16:38:29.000+0100,5,true,false,false,false,59.95500,10.85900,,,77.16.222.126
Lommedalen,Norway,Viken,2022-01-28T16:36:14.000+0100,3,true,false,false,false,59.95420,10.49220,,,31.45.30.28
Asker,Norway,Viken,2022-01-28T16:34:05.000+0100,2,true,false,false,false,59.83480,10.42770,,,85.165.45.134
,Norway,,2022-01-28T16:31:08.000+0100,1,true,false,true,false,59.95160,10.99270,,,89.8.205.27
Rykkin,Norway,Viken,2022-01-28T16:29:47.000+0100,5,true,false,false,false,59.92810,10.49650,,,88.88.213.81
Oslo,Norway,Oslo County,2022-01-28T16:26:43.000+0100,2,true,false,false,false,59.95500,10.85900,,,46.15.52.68
Stavanger,Norway,Rogaland,2022-01-28T16:25:51.000+0100,1,true,false,false,false,58.96710,5.76140,,,46.15.21.123
,Norway,,2022-01-28T16:25:11.000+0100,1,true,false,true,false,59.94520,10.75590,,,89.8.192.46
Oslo,Norway,Oslo County,2022-01-28T16:15:28.000+0100,1,true,false,false,false,59.95500,10.85900,,,46.15.53.30
Oslo,Norway,Oslo County,2022-01-28T16:08:59.000+0100,1,true,false,false,false,59.95500,10.85900,,,46.46.205.26
Oslo,Norway,Oslo County,2022-01-28T16:06:03.000+0100,1,true,false,false,false,59.95500,10.85900,,,46.46.203.217
Oslo,Norway,Oslo County,2022-01-28T16:06:01.000+0100,1,true,false,false,false,59.95500,10.85900,,,80.203.122.2
Jar,Norway,Viken,2022-01-28T16:05:20.000+0100,2,true,false,false,false,59.92720,10.62560,,,82.164.43.185
Oslo,Norway,Oslo County,2022-01-28T16:00:35.000+0100,5,true,false,false,false,59.95500,10.85900,,,84.213.206.185
Oslo,Norway,Oslo County,2022-01-28T15:57:14.000+0100,2,true,false,false,false,59.95500,10.85900,,,80.212.82.172
Oslo,Norway,Oslo County,2022-01-28T15:53:42.000+0100,5,true,false,false,false,59.95500,10.85900,,,89.8.136.158
Gullhaug,Norway,Vestfold og Telemark,2022-01-28T15:53:37.000+0100,2,true,false,false,false,59.49890,10.26170,,,79.160.221.216
Oslo,Norway,Oslo County,2022-01-28T15:52:52.000+0100,9,true,false,false,false,59.95500,10.85900,,,89.8.181.109
Oslo,Norway,Oslo County,2022-01-28T15:52:42.000+0100,2,true,false,false,false,59.95500,10.85900,,,51.175.160.205
,Norway,,2022-01-28T15:43:18.000+0100,1,true,false,true,false,59.94520,10.75590,,,89.8.204.181
Oslo,Norway,Oslo County,2022-01-28T15:41:43.000+0100,1,true,false,false,false,59.95500,10.85900,,,81.166.201.46
Oslo,Norway,Oslo County,2022-01-28T15:39:36.000+0100,1,true,false,false,false,59.95500,10.85900,,,46.15.47.191
,Norway,,2022-01-28T15:38:28.000+0100,2,true,false,true,false,59.94520,10.75590,,,77.16.44.122
Oslo,Norway,Oslo County,2022-01-28T15:29:50.000+0100,1,true,false,false,false,59.95500,10.85900,,,46.15.4.214
Oslo,Norway,Oslo County,2022-01-28T15:28:51.000+0100,1,true,false,false,false,59.95500,10.85900,,,81.166.193.76
Hovik verk,Norway,Viken,2022-01-28T15:25:41.000+0100,1,true,false,false,false,59.89220,10.57990,,,95.34.2.149
Eidsvoll,Norway,Viken,2022-01-28T15:23:20.000+0100,4,true,false,false,false,60.33020,11.25300,,,88.94.34.76
Oslo,Norway,Oslo County,2022-01-28T15:20:14.000+0100,2,true,false,false,false,59.95500,10.85900,,,77.16.223.183
Oslo,Norway,Oslo County,2022-01-28T15:19:50.000+0100,1,true,false,false,false,59.95500,10.85900,,,77.16.220.223
Jar,Norway,Viken,2022-01-28T15:18:46.000+0100,17,true,false,false,false,59.92720,10.62560,,,148.83.134.13
Hasle,Norway,Viken,2022-01-28T15:15:26.000+0100,3,true,false,false,false,59.93350,10.58370,,,88.95.68.232
Gjettum,Norway,Viken,2022-01-28T15:13:50.000+0100,1,true,false,false,false,59.90820,10.52160,,,62.16.175.251
Oslo,Norway,Oslo County,2022-01-28T15:13:13.000+0100,2,true,false,false,false,59.95500,10.85900,,,46.15.5.23
Oslo,Norway,Oslo County,2022-01-28T15:12:36.000+0100,3,true,false,false,false,59.95500,10.85900,,,77.16.212.133
Oslo,Norway,Oslo County,2022-01-28T15:09:22.000+0100,1,true,false,false,false,59.95500,10.85900,,,46.15.13.152
,Norway,,2022-01-28T15:08:22.000+0100,1,true,false,true,false,59.94520,10.75590,,,77.18.52.251
,Norway,,2022-01-28T15:05:47.000+0100,1,true,false,true,false,59.94520,10.75590,,,77.18.48.204
Oslo,Norway,Oslo County,2022-01-28T15:02:59.000+0100,8,true,false,false,false,59.95500,10.85900,,,89.8.111.155
Eiksmarka,Norway,Viken,2022-01-28T15:02:12.000+0100,5,true,false,false,false,59.95190,10.62540,,,80.203.57.243
Krokstadelva,Norway,Viken,2022-01-28T15:01:40.000+0100,1,true,false,false,false,59.76820,10.02060,,,81.166.169.47
Oslo,Norway,Oslo County,2022-01-28T15:00:21.000+0100,1,true,false,false,false,59.95500,10.85900,,,81.166.19.85
Askim,Norway,Viken,2022-01-28T14:55:07.000+0100,5,true,false,false,false,59.58800,11.17820,,,85.165.85.221
Jar,Norway,Viken,2022-01-28T14:48:42.000+0100,2,true,false,false,false,59.92720,10.62560,,,95.34.55.169
,Norway,,2022-01-28T14:47:46.000+0100,15,true,false,true,false,59.94520,10.75590,,,77.16.40.3
Oslo,Norway,Oslo County,2022-01-28T14:45:57.000+0100,1,true,false,false,false,59.88130,10.61740,,,79.161.60.132
Oslo,Norway,Oslo County,2022-01-28T14:45:12.000+0100,1,true,false,false,false,59.95500,10.85900,,,46.46.195.34
,Norway,,2022-01-28T14:44:17.000+0100,4,true,false,true,false,59.94520,10.75590,,,77.16.43.225
Oslo,Norway,Oslo County,2022-01-28T14:38:13.000+0100,1,true,false,false,false,59.95500,10.85900,,,185.176.245.147
Oslo,Norway,Oslo County,2022-01-28T14:35:58.000+0100,1,true,false,false,false,59.95500,10.85900,,,46.46.206.100
Oslo,Norway,Oslo County,2022-01-28T14:31:48.000+0100,2,true,false,false,false,59.95500,10.85900,,,46.46.200.246
Oslo,Norway,Oslo County,2022-01-28T14:31:08.000+0100,2,true,false,false,false,59.95500,10.85900,,,88.89.217.31
,Norway,,2022-01-28T14:24:52.000+0100,2,true,false,true,false,59.94520,10.75590,,,77.18.48.44
Stabekk,Norway,Viken,2022-01-28T14:24:38.000+0100,2,true,false,false,false,59.91060,10.61560,,,82.164.128.226
Kjeller,Norway,Viken,2022-01-28T14:23:28.000+0100,5,true,false,false,false,59.97800,11.04700,,,92.220.20.38
,Norway,Oslo County,2022-01-28T14:04:06.000+0100,1,true,false,true,false,59.86360,10.79610,,,77.16.68.118
Oslo,Norway,Oslo County,2022-01-28T14:03:37.000+0100,1,true,false,false,false,59.95500,10.85900,,,46.46.198.80
Oslo,Norway,Oslo County,2022-01-28T14:02:48.000+0100,2,true,false,false,false,59.95500,10.85900,,,89.8.186.238
Hasle,Norway,Viken,2022-01-28T14:00:44.000+0100,2,true,false,false,false,59.93350,10.58370,,,212.251.247.137
Asker,Norway,Viken,2022-01-28T13:59:40.000+0100,8,true,false,false,false,59.86750,10.52620,,,81.175.57.34
Hasle,Norway,Viken,2022-01-28T13:54:49.000+0100,5,true,false,false,false,59.93350,10.58370,,,46.9.42.8
Oslo,Norway,Oslo County,2022-01-28T13:53:40.000+0100,1,true,false,false,false,59.95500,10.85900,,,46.46.205.198
Oslo,Norway,Oslo County,2022-01-28T13:49:12.000+0100,1,true,false,false,false,59.95500,10.85900,,,46.15.48.105
Drammen,Norway,Viken,2022-01-28T13:47:43.000+0100,2,true,false,false,false,59.74020,10.20860,,,46.15.22.209
Oslo,Norway,Oslo County,2022-01-28T13:45:03.000+0100,2,true,false,false,false,59.95500,10.85900,,,51.175.207.1
,Norway,,2022-01-28T13:44:06.000+0100,1,true,false,true,false,59.94520,10.75590,,,89.8.204.219
Oslo,Norway,Oslo County,2022-01-28T13:38:35.000+0100,3,true,false,false,false,59.95500,10.85900,,,158.248.75.68
Oslo,Norway,Oslo County,2022-01-28T13:34:45.000+0100,2,true,false,false,false,59.95500,10.85900,,,46.15.34.250
Blommenholm,Norway,Viken,2022-01-28T13:33:24.000+0100,3,true,false,false,false,59.89780,10.53630,,,82.164.231.215
Oslo,Norway,Oslo County,2022-01-28T13:33:08.000+0100,3,true,false,false,false,59.95500,10.85900,,,84.213.193.208
Trondheim,Norway,Trøndelag,2022-01-28T13:32:45.000+0100,1,true,false,false,false,63.42560,10.40130,,,89.8.211.173
Oslo,Norway,Oslo County,2022-01-28T13:27:33.000+0100,1,true,false,false,false,59.95500,10.85900,,,89.8.169.76
Lysaker,Norway,Viken,2022-01-28T13:23:23.000+0100,2,true,false,false,false,59.90680,10.63930,,,212.251.172.53
Oslo,Norway,Oslo County,2022-01-28T13:23:07.000+0100,1,true,false,false,false,59.95500,10.85900,,,46.15.51.71
Jar,Norway,Viken,2022-01-28T13:19:14.000+0100,24,true,false,false,false,59.92720,10.62560,,,51.175.102.191
,Norway,,2022-01-28T13:15:18.000+0100,2,true,false,true,false,59.94520,10.75590,,,89.8.215.216
,Norway,Oslo County,2022-01-28T13:14:42.000+0100,1,true,false,true,false,59.86360,10.79610,,,77.16.64.122
Oslo,Norway,Oslo County,2022-01-28T13:13:21.000+0100,5,true,false,false,false,59.95500,10.85900,,,195.0.159.82
,Norway,,2022-01-28T13:10:17.000+0100,1,true,false,true,false,59.94520,10.75590,,,77.18.50.29
Oslo,Norway,Oslo County,2022-01-28T13:03:37.000+0100,2,true,false,false,false,59.95500,10.85900,,,185.161.126.252
Raholt,Norway,Viken,2022-01-28T13:00:48.000+0100,1,true,false,false,false,60.27630,11.17960,,,80.203.48.175
Oslo,Norway,Oslo County,2022-01-28T12:54:11.000+0100,2,true,false,false,false,59.95500,10.85900,,,46.15.43.6
Bergen,Norway,Vestland,2022-01-28T12:51:10.000+0100,1,true,false,false,false,60.39510,5.32370,,,104.28.30.85
Gjettum,Norway,Viken,2022-01-28T12:50:43.000+0100,1,true,false,false,false,59.90820,10.52160,,,84.234.132.181
Raholt,Norway,Viken,2022-01-28T12:46:44.000+0100,7,true,false,false,false,60.27630,11.17960,,,80.203.50.93
Oslo,Norway,Oslo County,2022-01-28T12:45:45.000+0100,1,true,false,false,false,59.95500,10.85900,,,89.8.197.97
,Norway,Oslo County,2022-01-28T12:45:12.000+0100,2,true,false,true,false,59.86360,10.79610,,,77.16.76.3
,Norway,,2022-01-28T12:36:28.000+0100,1,true,false,true,false,59.94520,10.75590,,,89.8.201.247
Jar,Norway,Viken,2022-01-28T12:31:27.000+0100,3,true,false,false,false,59.92720,10.62560,,,109.189.65.87
,Norway,,2022-01-28T12:28:04.000+0100,1,true,false,true,false,59.94520,10.75590,,,46.230.136.197
,Norway,,2022-01-28T12:25:18.000+0100,1,true,false,true,false,59.94520,10.75590,,,89.8.198.127
Oslo,Norway,Oslo County,2022-01-28T12:23:40.000+0100,1,true,false,false,false,59.95500,10.85900,,,46.46.202.225
Oslo,Norway,Oslo County,2022-01-28T12:23:12.000+0100,1,true,false,false,false,59.95500,10.85900,,,46.46.204.123
Gjettum,Norway,Viken,2022-01-28T12:17:05.000+0100,1,true,false,false,false,59.90820,10.52160,,,46.9.80.111
Lierskogen,Norway,Viken,2022-01-28T12:16:09.000+0100,11,true,false,false,false,59.82360,10.33200,,,79.160.218.89
Oslo,Norway,Oslo County,2022-01-28T12:13:51.000+0100,1,true,false,false,false,59.95500,10.85900,,,193.75.51.132
,Norway,,2022-01-28T12:10:54.000+0100,1,true,false,true,false,59.94520,10.75590,,,89.8.202.233
Voyenenga,Norway,Viken,2022-01-28T12:10:14.000+0100,11,true,false,false,false,59.91140,10.47920,,,84.214.200.73
Hasle,Norway,Viken,2022-01-28T12:10:13.000+0100,2,true,false,false,false,59.93350,10.58370,,,95.34.149.15
Oslo,Norway,Oslo County,2022-01-28T12:10:11.000+0100,1,true,false,false,false,59.95500,10.85900,,,46.15.10.48
Oslo,Norway,Oslo County,2022-01-28T12:05:10.000+0100,1,true,false,false,false,59.95500,10.85900,,,46.46.207.158
Oslo,Norway,Oslo County,2022-01-28T12:04:44.000+0100,3,true,false,false,false,59.95500,10.85900,,,88.91.159.187
Oslo,Norway,Oslo County,2022-01-28T12:03:47.000+0100,1,true,false,false,false,59.95500,10.85900,,,89.8.68.130
Lierskogen,Norway,Viken,2022-01-28T12:03:34.000+0100,2,true,false,false,false,59.82360,10.33200,,,84.234.158.188
Oslo,Norway,Oslo County,2022-01-28T11:59:20.000+0100,1,true,false,false,false,59.95500,10.85900,,,46.15.28.18
Oslo,Norway,Oslo County,2022-01-28T11:58:23.000+0100,2,true,false,false,false,59.95500,10.85900,,,46.46.202.198
Oslo,Norway,Oslo County,2022-01-28T11:50:08.000+0100,2,true,false,false,false,59.95500,10.85900,,,89.8.120.206
Oslo,Norway,Oslo County,2022-01-28T11:49:11.000+0100,5,true,false,false,false,59.95500,10.85900,,,81.0.169.170
Rykkin,Norway,Viken,2022-01-28T11:48:50.000+0100,1,true,false,false,false,59.92810,10.49650,,,88.91.112.49
Oslo,Norway,Oslo County,2022-01-28T11:45:45.000+0100,1,true,false,false,false,59.95500,10.85900,,,46.46.200.228
As,Norway,Viken,2022-01-28T11:38:43.000+0100,1,true,false,false,false,59.65730,10.80340,,,129.240.63.46
Oslo,Norway,Oslo County,2022-01-28T11:32:17.000+0100,3,true,false,false,false,59.95500,10.85900,,,185.176.244.74
Oslo,Norway,Oslo County,2022-01-28T11:27:26.000+0100,1,true,false,false,false,59.95500,10.85900,,,46.15.33.168
Sandvika,Norway,Viken,2022-01-28T11:16:27.000+0100,2,true,false,false,false,59.89660,10.49790,,,62.16.254.253
Oslo,Norway,Oslo County,2022-01-28T11:13:26.000+0100,1,true,false,false,false,59.95500,10.85900,,,91.186.71.1
Rykkin,Norway,Viken,2022-01-28T11:10:11.000+0100,9,true,false,false,false,59.93190,10.48140,,,82.164.219.111
Oslo,Norway,Oslo County,2022-01-28T11:09:19.000+0100,1,true,false,false,false,59.95500,10.85900,,,51.175.237.127
Eiksmarka,Norway,Viken,2022-01-28T10:54:34.000+0100,1,true,false,false,false,59.95190,10.62540,,,51.175.224.29
Oslo,Norway,Oslo County,2022-01-28T10:47:23.000+0100,2,true,false,false,false,59.95500,10.85900,,,46.15.5.6
Hasle,Norway,Viken,2022-01-28T10:45:46.000+0100,6,true,false,false,false,59.93350,10.58370,,,46.9.42.6
Oslo,Norway,Oslo County,2022-01-28T10:43:59.000+0100,3,true,false,false,false,59.95500,10.85900,,,46.46.205.73
,Norway,Oslo County,2022-01-28T10:42:59.000+0100,1,true,false,true,false,59.86360,10.79610,,,77.16.75.180
Gjettum,Norway,Viken,2022-01-28T10:39:59.000+0100,7,true,false,false,false,59.90820,10.52160,,,46.9.81.133
Oslo,Norway,Oslo County,2022-01-28T10:31:49.000+0100,2,true,false,false,false,59.95500,10.85900,,,46.15.53.222
Kolsas,Norway,Viken,2022-01-28T10:28:45.000+0100,4,true,false,false,false,59.91910,10.51340,,,158.248.65.56
Jevnaker,Norway,Viken,2022-01-28T10:28:42.000+0100,9,true,false,false,false,60.24430,10.54330,,,81.166.77.59
Drammen,Norway,Viken,2022-01-28T10:22:07.000+0100,1,true,false,false,false,59.74020,10.20860,,,46.15.22.198
Oslo,Norway,Oslo County,2022-01-28T10:20:50.000+0100,1,true,false,false,false,59.95500,10.85900,,,89.8.197.49
Voyenenga,Norway,Viken,2022-01-28T10:20:19.000+0100,1,true,false,false,false,59.91100,10.47370,,,62.16.133.209
Oslo,Norway,Oslo County,2022-01-28T10:18:40.000+0100,1,true,false,false,false,59.95500,10.85900,,,89.8.117.248
Oslo,Norway,Oslo County,2022-01-28T10:16:35.000+0100,2,true,false,false,false,59.95500,10.85900,,,84.49.212.61
Oslo,Norway,Oslo County,2022-01-28T10:14:58.000+0100,2,true,false,false,false,59.95500,10.85900,,,46.15.48.221
Hokksund,Norway,Viken,2022-01-28T10:13:25.000+0100,3,true,false,false,false,59.76780,9.87240,,,84.48.134.152
,Norway,,2022-01-28T10:01:12.000+0100,1,true,false,true,false,59.94520,10.75590,,,89.8.194.177
Baerums verk,Norway,Viken,2022-01-28T10:01:10.000+0100,8,true,false,false,false,59.94230,10.50210,,,92.220.23.188
Sandvika,Norway,Viken,2022-01-28T09:58:40.000+0100,2,true,false,false,false,59.89560,10.52120,,,95.34.117.236
Oslo,Norway,Oslo County,2022-01-28T09:58:09.000+0100,2,true,false,false,false,59.95500,10.85900,,,81.166.186.251
Oslo,Norway,Oslo County,2022-01-28T09:58:05.000+0100,2,true,false,false,false,59.95500,10.85900,,,79.161.83.24
Oslo,Norway,Oslo County,2022-01-28T09:55:36.000+0100,1,true,false,false,false,59.95500,10.85900,,,148.83.135.9
